Elevation,Aspect,Slope,new_col1,a_sum
2873,353,14,28730,366
2873,0,14,28730,13
2873,357,14,28730,370
2873,0,15,28730,14
2873,20,15,28730,34
2867,27,15,28670,41
2867,24,12,28670,35
2863,45,10,28630,54
2860,53,7,28600,59
2857,63,8,28570,70
2854,333,1,28540,333
2859,230,4,28590,233
2857,116,11,28570,126
2848,107,17,28480,123
2838,107,15,28380,121
2832,104,14,28320,117
2824,94,15,28240,108
2816,79,14,28160,92
2809,59,12,28090,70
2804,36,11,28040,46
2801,18,11,28010,28
2800,5,10,28000,14
2801,22,8,28010,29
2797,43,10,27970,52
2793,27,9,27930,35
2793,16,7,27930,22
2791,20,6,27910,25
2791,24,5,27910,28
2789,32,4,27890,35
2785,60,8,27850,67
2782,40,4,27820,43
2782,22,5,27820,26
2779,6,9,27790,14
2781,5,12,27810,16
2778,34,14,27780,47
2772,38,14,27720,51
2770,43,12,27700,54
2764,47,10,27640,56
2762,42,7,27620,48
2759,78,10,27590,87
2752,95,15,27520,109
2743,100,16,27430,115
2735,100,12,27350,111
2730,107,6,27300,112
2729,135,4,27290,138
2726,130,8,27260,137
2721,103,13,27210,115
2711,72,10,27110,81
2712,25,8,27120,32
2709,37,10,27090,46
2706,12,6,27060,17
2708,303,5,27080,307
2712,308,6,27120,313
2714,322,8,27140,329
2717,336,9,27170,344
2717,345,7,27170,351
2718,339,7,27180,345
2720,342,6,27200,347
2721,351,5,27210,355
2719,45,3,27190,47
2718,333,1,27180,333
2720,292,5,27200,296
2722,18,2,27220,19
2718,72,7,27180,78
2716,45,3,27160,47
2720,23,2,27200,24
2718,80,5,27180,84
2712,82,5,27120,86
2710,79,1,27100,79
2710,143,2,27100,144
2708,191,2,27080,192
2710,211,1,27100,211
2708,243,1,27080,243
2709,265,6,27090,270
2714,231,3,27140,233
2713,168,6,27130,173
2714,209,9,27140,217
2719,208,9,27190,216
2719,197,9,27190,205
2723,178,7,27230,184
2723,202,5,27230,206
2724,204,3,27240,206
2725,225,3,27250,227
2727,175,3,27270,177
2724,125,6,27240,130
2722,112,7,27220,118
2720,102,11,27200,112
2712,102,16,27120,117
2702,105,18,27020,122
2693,105,16,26930,120
2687,97,15,26870,111
2677,93,16,26770,108
2668,89,15,26680,103
2659,84,13,26590,96
2654,74,10,26540,83
2650,70,12,26500,81
2642,72,13,26420,84
2636,76,13,26360,88
2629,82,10,26290,91
2627,85,8,26270,92
2621,78,12,26210,89
2605,66,14,26050,79
2599,67,12,25990,78
2593,79,10,25930,88
2590,77,9,25900,85
2586,72,10,25860,81
2580,75,11,25800,85
2572,80,12,25720,91
2565,85,12,25650,96
2555,96,7,25550,102
2553,98,8,25530,105
2547,89,10,25470,98
2543,64,6,25430,69
2540,61,9,25400,69
2533,69,13,25330,81
2527,72,8,25270,79
2526,103,9,25260,111
2518,113,10,25180,122
2516,109,9,25160,117
2510,111,7,25100,117
2510,135,4,25100,138
2509,112,9,25090,120
3241,63,10,32410,72
3234,99,8,32340,106
3231,143,7,32310,149
3228,133,10,32280,142
3224,165,7,32240,171
3228,177,5,32280,181
3224,108,5,32240,112
3224,45,1,32240,45
3224,72,5,32240,76
3218,83,12,32180,94
3211,79,12,32110,90
3208,75,13,32080,87
3198,78,15,31980,92
3191,78,14,31910,91
3182,80,12,31820,91
3178,84,7,31780,90
3175,98,7,31750,104
3172,112,5,31720,116
3172,108,5,31720,112
3165,107,7,31650,113
3162,117,3,31620,119
3162,18,2,31620,19
3162,0,8,31620,7
3162,346,13,31620,358
3165,4,13,31650,16
3165,356,13,31650,368
3162,357,15,31620,371
3165,349,15,31650,363
3165,337,16,31650,352
3172,332,16,31720,347
3175,5,10,31750,14
3172,0,8,31720,7
3175,0,9,31750,8
3172,25,13,31720,37
3168,17,13,31680,29
3168,25,16,31680,40
3162,36,18,31620,53
3157,37,16,31570,52
3151,36,14,31510,49
3147,35,15,31470,49
3142,31,15,31420,45
3139,22,14,31390,35
3136,22,14,31360,35
3133,18,12,31330,29
3132,16,11,31320,26
3130,31,11,31300,41
3126,45,11,31260,55
3121,57,14,31210,70
3113,59,17,31130,75
3105,52,18,31050,69
3098,49,20,30980,68
3089,49,22,30890,70
3080,46,23,30800,68
3071,43,23,30710,65
3062,45,24,30620,68
3052,46,24,30520,69
3042,46,24,30420,69
3033,45,23,30330,67
3024,46,24,30240,69
3014,46,22,30140,67
3006,41,20,30060,60
3000,29,17,30000,45
2998,36,15,29980,50
2991,52,16,29910,67
2985,57,16,29850,72
2978,62,15,29780,76
2972,61,12,29720,72
2965,53,10,29650,62
2962,39,9,29620,47
2959,41,14,29590,54
2945,67,6,29450,72
2945,135,4,29450,138
2945,180,3,29450,182
2945,248,11,29450,258
2965,190,17,29650,206
2965,191,16,29650,206
2968,184,13,29680,196
2965,176,12,29650,187
2968,213,11,29680,223
2972,225,10,29720,234
2975,231,10,29750,240
2978,239,13,29780,251
2991,196,11,29910,206
2995,202,11,29950,212
2995,197,12,29950,208
2998,216,15,29980,230
3004,212,14,30040,225
3008,190,11,30080,200
3008,196,14,30080,209
3011,199,16,30110,214
3014,192,17,30140,208
3014,200,18,30140,217
3021,191,15,30210,205
3018,135,16,30180,150
3008,144,13,30080,156
3014,196,9,30140,204
3011,193,6,30110,198
3014,231,9,30140,239
3018,219,10,30180,228
3021,225,12,30210,236
3027,202,8,30270,209
3024,212,10,30240,221
3034,233,17,30340,249
3041,185,12,30410,196
3034,158,15,30340,172
3034,170,16,30340,185
3031,172,16,30310,187
3031,169,15,30310,183
3027,170,14,30270,183
3027,156,15,30270,170
3021,128,18,30210,145
3014,122,19,30140,140
3004,142,11,30040,152
3004,219,10,30040,228
3011,201,7,30110,207
3008,193,6,30080,198
3014,238,10,30140,247
3018,198,5,30180,202
3014,198,5,30140,202
3018,241,5,30180,245
3018,304,5,30180,308
3024,315,9,30240,323
3027,352,5,30270,356
3024,286,8,30240,293
3034,282,10,30340,291
3034,280,7,30340,286
3041,261,7,30410,267
3044,266,3,30440,268
3044,48,7,30440,54
3037,1,9,30370,9
3044,321,10,30440,330
3044,260,4,30440,263
3047,225,13,30470,237
3054,225,17,30540,241
3060,217,14,30600,230
3064,221,13,30640,233
3070,225,11,30700,235
3073,207,6,30730,212
3073,135,4,30730,138
3067,101,7,30670,107
3064,97,12,30640,108
3054,97,18,30540,114
3044,99,23,30440,121
3031,97,30,30310,126
3011,94,29,30110,122
2995,93,25,29950,117
2982,97,24,29820,120
2968,105,25,29680,129
2955,119,22,29550,140
2949,138,19,29490,156
2942,159,21,29420,179
2942,167,24,29420,190
2936,166,28,29360,193
2932,154,33,29320,186
2919,148,35,29190,182
2909,149,33,29090,181
2900,145,31,29000,175
2890,141,29,28900,169
2880,139,27,28800,165
2870,135,24,28700,158
2860,129,18,28600,146
2854,122,4,28540,125
2854,310,11,28540,320
2863,306,23,28630,328
2877,314,23,28770,336
2883,350,17,28830,366
2880,358,18,28800,375
2883,342,19,28830,360
2886,340,19,28860,358
2890,338,19,28900,356
2900,320,21,29000,340
2909,313,23,29090,335
2919,313,22,29190,334
2926,313,22,29260,334
2936,306,25,29360,330
2949,302,26,29490,327
2962,300,27,29620,326
2975,298,30,29750,327
2991,301,25,29910,325
3001,310,16,30010,325
3004,336,9,30040,344
3004,35,8,30040,42
3001,62,10,30010,71
2995,59,12,29950,70
2995,319,13,29950,331
2998,304,11,29980,314
3004,281,8,30040,288
3008,266,11,30080,276
3018,264,7,30180,270
3014,315,1,30140,315
3018,0,0,30180,-1
3014,129,3,30140,131
3014,135,4,30140,138
3011,124,5,30110,128
3008,135,4,30080,138
3008,135,7,30080,141
3004,135,9,30040,143
3001,126,6,30010,131
2998,90,9,29980,98
2991,83,11,29910,93
2988,90,7,29880,96
2982,96,14,29820,109
2972,93,14,29720,106
2968,83,6,29680,88
2965,81,9,29650,89
2959,90,12,29590,101
2952,106,8,29520,113
2952,225,3,29520,227
2955,87,5,29550,91
2945,81,12,29450,92
2942,89,11,29420,99
2932,101,8,29320,108
2932,76,4,29320,79
2929,23,6,29290,28
2932,355,9,29320,363
2932,13,11,29320,23
2929,4,12,29290,15
2932,347,13,29320,359
2932,6,13,29320,18
2929,37,16,29290,52
2922,11,12,29220,22
2926,320,11,29260,330
2929,315,5,29290,319
2929,288,5,29290,292
2936,299,7,29360,305
2939,24,6,29390,29
2932,36,8,29320,43
2932,50,8,29320,57
2926,73,11,29260,83
2919,65,10,29190,74
2916,45,5,29160,49
2916,64,7,29160,70
2906,342,2,29060,343
2906,45,6,29060,50
2903,45,7,29030,51
2900,20,5,29000,24
2903,23,6,29030,28
2900,54,12,29000,65
2890,55,13,28900,67
2886,67,11,28860,77
2877,84,10,28770,93
2877,95,9,28770,103
2870,104,9,28700,112
2867,104,9,28670,112
2860,96,16,28600,111
2850,98,14,28500,111
2847,94,3,28470,96
2847,302,4,28470,305
2850,289,12,28500,300
2860,290,16,28600,305
2867,292,17,28670,308
2877,302,17,28770,318
2883,345,14,28830,358
2880,358,16,28800,373
2883,355,17,28830,371
2883,2,16,28830,17
2883,20,17,28830,36
2877,30,17,28770,46
2873,37,14,28730,50
2867,59,14,28670,72
2860,68,8,28600,75
2860,95,10,28600,104
2850,147,7,28500,153
2855,180,9,28550,188
2850,134,15,28500,148
2843,122,17,28430,138
2834,117,15,28340,131
2828,109,11,28280,119
2822,84,11,28220,94
2815,59,11,28150,69
2812,40,12,28120,51
2808,22,12,28080,33
2809,15,12,28090,26
2806,23,10,28060,32
2804,27,9,28040,35
2801,39,10,28010,48
2798,38,9,27980,46
2796,29,6,27960,34
2794,21,6,27940,26
2793,35,6,27930,40
2791,36,4,27910,39
2791,56,5,27910,60
2786,68,8,27860,75
2782,36,4,27820,39
2783,349,5,27830,353
2785,344,6,27850,349
2787,9,6,27870,14
2785,60,10,27850,69
2778,75,11,27780,85
2773,80,9,27730,88
2766,68,8,27660,75
2764,78,8,27640,85
2759,101,14,27590,114
2750,106,17,27500,122
2740,107,16,27400,122
2734,104,10,27340,113
2729,60,4,27290,63
2728,36,6,27280,41
2724,49,9,27240,57
2721,43,11,27210,53
2718,26,12,27180,37
2717,22,11,27170,32
2715,43,10,27150,52
2710,32,7,27100,38
2709,333,5,27090,337
2711,300,7,27110,306
2716,295,8,27160,302
2720,318,6,27200,323
2722,346,6,27220,351
2721,345,5,27210,349
2723,27,3,27230,29
2721,60,4,27210,63
2719,337,2,27190,338
2722,281,5,27220,285
2726,352,2,27260,353
2722,60,7,27220,66
2719,77,5,27190,81
2715,135,6,27150,140
2714,145,8,27140,152
2712,139,4,27120,142
2711,121,1,27110,121
2710,121,1,27100,121
2708,225,1,27080,225
2711,275,3,27110,277
2711,318,6,27110,323
2714,321,9,27140,329
2717,7,6,27170,12
2712,65,5,27120,69
2711,217,2,27110,218
2714,222,6,27140,227
2715,239,6,27150,244
2719,264,5,27190,268
2720,225,1,27200,225
2719,214,2,27190,215
2722,256,4,27220,259
2725,247,2,27250,248
2724,234,2,27240,235
2726,162,1,27260,162
2723,95,5,27230,99
2721,112,8,27210,119
2715,117,14,27150,130
2707,114,18,27070,131
2697,110,18,26970,127
2688,110,14,26880,123
2682,98,13,26820,110
2673,81,14,26730,94
2668,68,14,26680,81
2660,61,14,26600,74
2655,57,12,26550,68
2650,66,13,26500,78
2643,73,14,26430,86
2636,78,14,26360,91
2628,84,12,26280,95
2622,95,9,26220,103
2619,97,10,26190,106
2614,92,12,26140,103
2608,87,12,26080,98
2602,81,12,26020,92
2594,78,11,25940,88
2588,79,8,25880,86
2585,84,10,25850,93
2578,80,11,25780,90
2575,76,12,25750,87
2567,76,13,25670,88
2561,74,10,25610,83
2556,77,9,25560,85
2552,85,8,25520,92
2547,81,8,25470,88
2544,49,4,25440,52
2545,50,8,25450,57
2539,63,14,25390,76
2532,69,12,25320,80
2525,82,12,25250,93
2518,89,10,25180,98
2515,92,8,25150,99
2509,100,7,25090,106
2508,127,7,25080,133
2503,130,12,25030,141
3247,54,6,32470,59
3241,75,11,32410,85
3234,80,12,32340,91
3228,92,7,32280,98
3228,110,8,32280,117
3221,147,5,32210,151
3224,187,6,32240,192
3224,153,7,32240,159
3221,188,5,32210,192
3224,135,5,32240,139
3218,107,13,32180,119
3211,115,13,32110,127
3205,115,13,32050,127
3198,100,12,31980,111
3191,77,12,31910,88
3185,65,13,31850,77
3178,51,10,31780,60
3175,56,10,31750,65
3168,64,7,31680,70
3168,83,6,31680,88
3165,90,8,31650,97
3162,0,1,31620,0
3165,324,6,31650,329
3165,332,10,31650,341
3172,337,12,31720,348
3172,10,11,31720,20
3168,352,13,31680,364
3172,347,16,31720,362
3172,355,17,31720,371
3175,353,17,31750,369
3175,338,17,31750,354
3182,340,15,31820,354
3178,21,13,31780,33
3175,4,10,31750,13
3178,348,10,31780,357
3178,14,13,31780,26
3175,12,15,31750,26
3175,27,15,31750,41
3168,45,17,31680,61
3157,33,14,31570,46
3154,30,15,31540,44
3149,29,15,31490,43
3146,22,15,31460,36
3143,22,15,31430,36
3140,21,14,31400,34
3138,23,12,31380,34
3135,31,12,31350,42
3131,36,13,31310,48
3126,45,16,31260,60
3119,47,18,31190,64
3112,41,18,31120,58
3106,39,20,31060,58
3098,42,23,30980,64
3089,40,24,30890,63
3081,40,24,30810,63
3072,44,25,30720,68
3062,46,25,30620,70
3052,44,24,30520,67
3043,41,24,30430,64
3034,42,25,30340,66
3024,43,25,30240,67
3015,39,22,30150,60
3009,37,18,30090,54
3003,47,17,30030,63
2995,59,17,29950,75
2988,65,16,29880,80
2978,69,15,29780,83
2972,67,12,29720,78
2968,60,9,29680,68
2965,76,9,29650,84
2959,87,15,29590,101
2949,94,11,29490,104
2945,121,6,29450,126
2942,180,4,29420,183
2945,246,10,29450,255
2952,227,9,29520,235
2955,201,15,29550,215
2962,191,13,29620,203
2959,180,12,29590,191
2962,212,14,29620,225
2968,217,14,29680,230
2972,225,13,29720,237
2978,231,13,29780,243
2982,207,13,29820,219
2985,201,15,29850,215
2988,197,13,29880,209
2988,193,13,29880,205
2991,216,15,29910,230
2998,208,15,29980,222
2998,184,15,29980,198
2998,189,15,29980,203
3001,192,14,30010,205
3001,194,15,30010,208
3004,188,16,30040,203
3004,198,18,30040,215
3011,198,18,30110,215
3011,151,17,30110,167
3001,150,13,30010,162
3004,208,11,30040,218
3008,202,11,30080,212
3008,216,9,30080,224
3014,240,8,30140,247
3014,238,6,30140,243
3018,240,9,30180,248
3024,198,7,30240,204
3021,205,9,30210,213
3027,221,15,30270,235
3031,180,14,30310,193
3027,155,15,30270,169
3024,160,15,30240,174
3024,180,11,30240,190
3021,161,9,30210,169
3021,158,8,30210,165
3018,112,15,30180,126
3004,109,16,30040,124
3001,122,4,30010,125
3001,252,5,30010,256
3008,209,5,30080,213
3004,198,5,30040,202
3008,225,10,30080,234
3014,189,10,30140,198
3011,220,8,30110,227
3018,260,8,30180,267
3021,270,7,30210,276
3027,270,7,30270,276
3027,45,1,30270,45
3024,277,6,30240,282
3034,266,10,30340,275
3037,238,4,30370,241
3037,225,7,30370,231
3041,232,8,30410,239
3044,225,1,30440,225
3044,321,3,30440,323
3047,315,2,30470,316
3044,117,3,30440,119
3041,234,6,30410,239
3047,239,12,30470,250
3054,225,12,30540,236
3057,231,13,30570,243
3064,236,12,30640,247
3067,217,7,30670,223
3070,120,8,30700,127
3064,106,13,30640,118
3057,103,20,30570,122
3044,102,24,30440,125
3027,97,28,30270,124
3011,92,28,30110,119
2998,90,25,29980,114
2985,93,27,29850,119
2968,98,28,29680,125
2952,108,23,29520,130
2942,122,21,29420,142
2932,140,21,29320,160
2926,156,23,29260,178
2922,158,27,29220,184
2916,148,30,29160,177
2903,145,30,29030,174
2896,148,27,28960,174
2886,143,26,28860,168
2877,138,25,28770,162
2867,137,22,28670,158
2860,135,15,28600,149
2854,90,4,28540,93
2863,319,21,28630,339
2873,308,25,28730,332
2886,312,21,28860,332
2890,344,15,28900,358
2890,350,17,28900,366
2893,343,19,28930,361
2896,342,18,28960,359
2900,339,18,29000,356
2903,331,20,29030,350
2909,324,21,29090,344
2916,315,22,29160,336
2926,313,23,29260,335
2936,315,24,29360,338
2945,309,26,29450,334
2959,305,26,29590,330
2968,302,27,29680,328
2985,297,29,29850,325
3001,302,22,30010,323
3004,315,14,30040,328
3011,341,10,30110,350
3008,38,11,30080,48
2998,40,12,29980,51
2995,352,10,29950,361
3001,327,10,30010,336
3001,315,5,30010,319
3004,267,5,30040,271
3004,247,9,30040,255
3011,238,9,30110,246
3014,208,5,30140,212
3014,157,4,30140,160
3011,135,5,30110,139
3011,146,5,30110,150
3008,135,5,30080,139
3008,135,6,30080,140
3004,128,8,30040,135
2998,126,6,29980,131
2998,135,4,29980,138
2998,109,9,29980,117
2991,105,11,29910,115
2985,105,8,29850,112
2982,97,14,29820,110
2972,101,14,29720,114
2968,119,5,29680,123
2968,95,8,29680,102
2959,87,13,29590,99
2952,80,8,29520,87
2949,270,1,29490,270
2955,113,4,29550,116
2949,94,12,29490,105
2942,81,11,29420,91
2936,43,8,29360,50
2936,0,9,29360,8
2936,353,11,29360,363
2936,345,11,29360,355
2929,18,13,29290,30
2932,342,10,29320,351
2932,354,7,29320,360
2932,323,7,29320,329
2936,296,7,29360,302
2939,45,2,29390,46
2936,68,5,29360,72
2936,84,9,29360,92
2926,86,10,29260,95
2926,74,8,29260,81
2919,49,5,29190,53
2919,45,7,29190,51
2913,45,12,29130,56
2909,13,12,29090,24
2909,19,9,29090,27
2906,37,10,29060,46
2903,63,3,29030,65
2900,85,9,29000,93
2896,83,11,28960,93
2890,83,12,28900,94
2883,82,10,28830,91
2870,71,9,28700,79
2867,54,9,28670,62
2863,71,17,28630,87
2850,74,15,28500,88
2847,0,5,28470,4
2854,307,14,28540,320
2863,296,16,28630,311
2870,290,17,28700,306
2880,290,19,28800,308
2890,319,13,28900,331
2890,346,15,28900,360
2893,355,17,28930,371
2890,11,16,28900,26
2890,28,15,28900,42
2883,41,15,28830,55
2880,54,15,28800,68
2870,70,17,28700,86
2863,80,12,28630,91
2857,98,14,28570,111
2847,129,9,28470,137
2850,165,8,28500,172
2844,126,13,28440,138
2838,112,12,28380,123
2831,84,10,28310,93
2827,45,8,28270,52
2826,34,12,28260,45
2822,26,14,28220,39
2820,24,16,28200,39
2815,19,14,28150,32
2815,21,12,28150,32
2810,35,11,28100,45
2808,30,9,28080,38
2806,43,10,28060,52
2801,55,10,28010,64
2797,28,6,27970,33
2798,16,6,27980,21
2796,55,8,27960,62
2792,77,4,27920,80
2792,100,5,27920,104
2787,92,6,27870,97
2786,36,2,27860,37
2786,324,2,27860,325
2787,180,1,27870,180
2786,146,5,27860,150
2784,123,11,27840,133
2776,118,15,27760,132
2769,129,10,27690,138
2769,130,7,27690,136
2765,115,12,27650,126
2755,115,18,27550,132
2746,115,17,27460,131
2738,107,13,27380,119
2733,346,9,27330,354
2735,8,13,27350,20
2732,26,15,27320,40
2728,22,15,27280,36
2726,23,14,27260,36
2722,35,13,27220,47
2717,47,12,27170,58
2712,25,9,27120,33
2714,355,8,27140,362
2714,329,6,27140,334
2718,282,7,27180,288
2721,282,6,27210,287
2724,309,3,27240,311
2724,342,2,27240,343
2725,11,1,27250,11
2724,85,3,27240,87
2720,75,3,27200,77
2721,101,1,27210,101
2720,208,5,27200,212
2723,193,6,27230,198
2723,140,8,27230,147
2719,129,9,27190,137
2709,138,6,27090,143
2709,188,3,27090,190
2711,166,2,27110,167
2709,135,2,27090,136
2710,135,1,27100,135
2708,45,0,27080,44
2708,266,4,27080,269
2719,246,5,27190,250
2719,145,4,27190,148
2716,107,5,27160,111
2712,72,1,27120,72
2712,280,4,27120,283
2716,280,7,27160,286
2721,283,5,27210,287
2722,349,1,27220,349
2721,329,1,27210,329
2722,274,4,27220,277
2724,239,1,27240,239
2723,203,2,27230,204
2726,207,2,27260,208
2725,98,5,27250,102
2719,90,10,27190,99
2712,88,13,27120,100
2704,87,16,27040,102
2695,79,15,26950,93
2688,53,12,26880,64
2684,32,15,26840,46
2680,25,20,26800,44
2674,28,24,26740,51
2667,31,24,26670,54
2661,32,22,26610,53
2655,42,20,26550,61
2647,52,19,26470,70
2639,58,18,26390,75
2631,60,16,26310,75
2625,64,12,26250,75
2620,78,11,26200,88
2613,88,12,26130,99
2606,86,11,26060,96
2601,76,10,26010,85
2596,68,11,25960,78
2592,64,10,25920,73
2586,66,10,25860,75
2582,67,10,25820,76
2576,72,12,25760,83
2568,71,13,25680,83
2563,65,11,25630,75
2558,67,11,25580,77
2552,72,10,25520,81
2549,78,8,25490,85
2545,90,3,25450,92
2546,107,6,25460,112
2540,102,13,25400,114
2533,100,13,25330,112
2526,91,12,25260,102
2519,83,10,25190,92
2515,82,9,25150,90
2510,88,8,25100,95
2506,99,9,25060,107
2499,102,10,24990,111
3247,60,8,32470,67
3244,80,12,32440,91
3237,87,13,32370,99
3231,99,11,32310,109
3224,117,11,32240,127
3221,151,8,32210,158
3221,175,9,32210,183
3218,163,10,32180,172
3218,189,10,32180,198
3221,161,10,32210,170
3214,124,15,32140,138
3205,119,12,32050,130
3201,112,11,32010,122
3195,90,6,31950,95
3195,53,9,31950,61
3188,51,13,31880,63
3185,29,12,31850,40
3175,40,15,31750,54
3165,60,9,31650,68
3168,320,12,31680,331
3172,332,10,31720,341
3175,330,8,31750,337
3175,355,9,31750,363
3175,338,14,31750,351
3182,341,17,31820,357
3182,0,15,31820,14
3182,357,13,31820,369
3182,333,14,31820,346
3188,339,14,31880,352
3188,20,16,31880,35
3182,9,15,31820,23
3185,351,13,31850,363
3185,3,13,31850,15
3185,12,14,31850,25
3182,33,16,31820,48
3175,45,18,31750,62
3168,37,16,31680,52
3164,24,16,31640,39
3161,25,16,31610,40
3157,28,17,31570,44
3153,23,15,31530,37
3151,25,14,31510,38
3147,27,14,31470,40
3144,27,13,31440,39
3140,27,13,31400,39
3138,30,14,31380,43
3133,38,17,31330,54
3126,38,19,31260,56
3120,31,19,31200,49
3115,32,21,31150,52
3108,37,23,31080,59
3100,39,24,31000,62
3092,42,24,30920,65
3082,47,25,30820,71
3071,47,24,30710,70
3062,43,24,30620,66
3053,41,24,30530,64
3045,44,24,30450,67
3035,46,25,30350,70
3025,43,23,30250,65
3017,43,20,30170,62
3009,48,19,30090,66
3001,52,20,30010,71
2991,52,19,29910,70
2985,54,19,29850,72
2975,49,15,29750,63
2972,51,12,29720,62
2965,72,10,29650,81
2962,99,11,29620,109
2952,103,16,29520,118
2945,110,12,29450,121
2942,127,7,29420,133
2939,180,4,29390,183
2942,239,10,29420,248
2949,215,8,29490,222
2955,193,10,29550,202
2952,180,11,29520,190
2955,203,14,29550,216
2959,208,18,29590,225
2965,215,19,29650,233
2972,214,18,29720,231
2975,195,14,29750,208
2975,191,12,29750,202
2975,210,13,29750,222
2982,195,11,29820,205
2985,216,14,29850,229
2991,207,14,29910,220
2991,180,12,29910,191
2995,191,13,29950,203
2995,192,14,29950,205
2998,189,13,29980,201
2995,197,13,29950,209
3001,201,15,30010,215
3001,161,14,30010,174
2998,199,12,29980,210
3001,205,13,30010,217
3011,225,12,30110,236
3014,215,9,30140,223
3018,208,10,30180,217
3018,192,10,30180,201
3018,204,9,30180,212
3021,220,11,30210,230
3024,175,10,30240,184
3021,151,12,30210,162
3018,153,11,30180,163
3014,198,8,30140,205
3021,197,6,30210,202
3018,159,6,30180,164
3018,184,3,30180,186
3018,93,14,30180,106
3004,90,14,30040,103
3004,248,3,30040,250
3004,217,2,30040,218
3004,204,3,30040,206
3008,188,7,30080,194
3004,184,12,30040,195
3008,226,15,30080,240
3018,234,12,30180,245
3018,223,10,30180,232
3024,225,10,30240,234
3027,203,5,30270,207
3027,238,6,30270,243
3031,240,9,30310,248
3034,225,6,30340,230
3034,238,4,30340,241
3037,250,8,30370,257
3044,213,5,30440,217
3041,211,6,30410,216
3047,208,4,30470,211
3041,90,3,30410,92
3044,293,5,30440,297
3047,288,9,30470,296
3050,286,8,30500,293
3054,277,11,30540,287
3064,280,12,30640,291
3067,297,3,30670,299
3067,135,4,30670,138
3060,127,16,30600,142
3050,115,22,30500,136
3037,109,24,30370,132
3027,104,26,30270,129
3011,102,28,30110,129
2995,105,26,29950,130
2982,106,29,29820,134
2962,106,30,29620,135
2949,111,26,29490,136
2936,119,23,29360,141
2926,126,21,29260,146
2909,145,24,29090,168
2900,141,28,29000,168
2890,145,27,28900,171
2883,150,24,28830,173
2877,144,21,28770,164
2870,132,19,28700,150
2860,126,13,28600,138
2857,0,1,28570,0
2860,331,15,28600,345
2867,330,22,28670,351
2873,324,22,28730,345
2880,310,24,28800,333
2893,313,20,28930,332
2896,337,16,28960,352
2900,342,18,29000,359
2903,342,19,29030,360
2906,346,19,29060,364
2906,341,19,29060,359
2913,330,20,29130,349
2919,324,21,29190,344
2926,317,23,29260,339
2945,313,24,29450,336
2955,310,25,29550,334
2965,308,26,29650,333
2978,304,27,29780,330
2991,297,26,29910,322
3004,297,20,30040,316
3011,316,15,30110,330
3014,345,11,30140,355
3014,31,13,30140,43
3008,38,15,30080,52
3004,32,13,30040,44
3001,7,8,30010,14
3004,349,4,30040,352
3001,315,1,30010,315
3004,270,3,30040,272
3004,270,7,30040,276
3011,258,7,30110,264
3011,211,4,30110,214
3014,180,3,30140,182
3011,108,5,30110,112
3008,122,4,30080,125
3001,63,3,30010,65
2998,59,4,29980,62
2988,86,10,29880,95
2985,79,7,29850,85
2982,91,16,29820,106
2968,100,15,29680,114
2965,135,4,29650,138
2965,108,7,29650,114
2959,85,10,29590,94
2952,62,4,29520,65
2952,122,6,29520,127
2945,107,9,29450,115
2942,66,6,29420,71
2939,3,8,29390,10
2942,348,12,29420,359
2942,357,13,29420,369
2942,352,14,29420,365
2945,3,14,29450,16
2942,9,13,29420,21
2942,354,11,29420,364
2945,13,8,29450,20
2942,51,10,29420,60
2936,30,9,29360,38
2936,354,7,29360,360
2936,0,7,29360,6
2936,334,7,29360,340
2939,323,7,29390,329
2939,23,5,29390,27
2936,65,7,29360,71
2932,81,10,29320,90
2926,81,10,29260,90
2922,84,7,29220,90
2919,75,3,29190,77
2922,45,4,29220,48
2916,21,8,29160,28
2919,1,12,29190,12
2916,20,13,29160,32
2913,19,11,29130,29
2913,40,11,29130,50
2906,59,10,29060,68
2903,76,6,29030,81
2900,95,9,29000,103
2893,97,11,28930,107
2886,97,12,28860,108
2880,102,12,28800,113
2877,103,8,28770,110
2873,77,5,28730,81
2873,73,7,28730,79
2867,82,16,28670,97
2854,70,15,28540,84
2850,344,8,28500,351
2857,315,12,28570,326
2860,309,13,28600,321
2867,298,15,28670,312
2873,293,16,28730,308
2883,289,20,28830,308
2893,307,16,28930,322
2896,330,17,28960,346
2903,352,18,29030,369
2900,21,18,29000,38
2896,35,16,28960,50
2890,45,16,28900,60
2883,56,18,28830,73
2873,67,20,28730,86
2863,75,16,28630,90
2857,87,17,28570,103
2844,92,9,28440,100
2846,84,2,28460,85
2841,73,9,28410,81
2837,43,9,28370,51
2836,21,12,28360,32
2834,13,14,28340,26
2833,19,15,28330,33
2829,19,15,28290,33
2828,23,16,28280,38
2823,26,15,28230,40
2821,27,14,28210,40
2816,34,14,28160,47
2812,32,12,28120,43
2809,43,11,28090,53
2804,48,12,28040,59
2799,15,8,27990,22
2803,27,7,28030,33
2797,72,10,27970,81
2792,82,7,27920,88
2789,94,6,27890,99
2785,90,4,27850,93
2785,0,1,27850,0
2785,27,1,27850,27
2785,115,4,27850,118
2781,128,5,27810,132
2779,104,9,27790,112
2770,91,13,27700,103
2765,101,9,27650,109
2763,131,10,27630,140
2750,113,17,27500,129
2741,102,12,27410,113
2736,58,7,27360,64
2735,356,9,27350,364
2739,334,12,27390,345
2742,0,11,27420,10
2739,28,14,27390,41
